msno,city,bd,gender,registered_via,registration_init_time
Srxv9WrCctuDQoNK6lwdUOCZumxRDOsF+glKbwxWK2I=,22,33,female,7,20130520
F9JD3w9UZks1fI6Ull2Jii/N7lkU9+2z4HtbmhOIPNk=,1,0,,7,20151107
v7w2uGCZA0j8PNgPdp3cbQKy+2QOo0/HBuvvi3t7+oI=,1,0,,7,20130710
Hm5eRvttbdADGC6Be/Gbi3x83lCXWdGcurbAhV8FiKI=,1,0,female,7,20130927
2WwfhzK0El3ydiU6kc1A85GcMVuU+owcYzV517ZPArM=,9,0,,7,20130320
5SJPutBcUOZ4UMy0iKiTGTS7PNAG8bpi0s9RgiNO8Lo=,13,43,female,9,20080524
fHV443/uRoecX0hb25eNLIWXETjWvFMqLA5ykB4XSHQ=,1,0,,9,20150827
fOr+7JJf1GMc9ztjBf80Ts+G19x1kOKB7PHp7QXg2H8=,15,19,male,3,20140207
mIHNRc2g1Yq6xZFoKRMInR+y6WXVVfMNpf5r5I8uPz8=,9,31,female,7,20131104
IM2nQ12aC46nVZu7nax+K4irFf7RNcI5xZ1jvquYKo4=,5,20,male,7,20150525
xANZj60TVbPijW21dN5YT+h5Xzy+/o/P4CQizCfEgN8=,1,0,,7,20150914
BqZKq3lwopSPtUwkJ6Ctm2Ie6xmhnpkImXywDqxH9eo=,6,0,,3,20130317
5SyAypYLVU53kMLk1HRkGAdkTOAyUPqWGd08jcjBpuQ=,1,0,,7,20140122
oWclBnLUdHX46oWVUAr1q3FfLMbBcCeeIli0X/42ZBk=,8,31,male,3,20130118
h4aikHW1UahOwjQYPL7/dVphHDjqFtVmjWa8DdIXzGA=,1,0,,7,20130123
CumcfKcOjf/eIdQRzscGByl/AUa4f6HKFW5RGZ77Tyk=,12,43,male,9,20070818
IjbHcVaKoXBdN5t42uPYsPjqNHM1PCQATziRrSQRqGI=,13,28,male,9,20060330
DkumkJ2z/imUWf5joa48vwpJeHfY31AL533h35tFv8E=,22,36,male,3,20140301
+v1c/PovPv9FWxbc1LDGPccWDpbh6Cl+ZvDTJ/+MoxE=,5,17,male,3,20141228
k04tsIM5QQX1rH4cstaClzUT7CZegr8gUJ/fEXaYj5M=,1,0,,7,20120223
fF/Go3LSC+XJKHjdGhP1vzKyV5ZWpTlPjpt82oqufSA=,1,0,,7,20121223
hGGyBFKkE7kaRj0ItilmPT87/b/DqiwtAHcUUK20FvE=,13,28,female,9,20110317
TU999PABGM9oDWne7qMr+kyXn0nZbsT0lrDG2UBiaFg=,15,30,female,9,20150119
9UAC9w2TGw1AxYT2xFQPhTeyLnlZ9kjcvtWuPiyyfr8=,15,26,female,9,20150831
Rn/VHPYzu5lmHipYHkSELSDWfILk3KCPq+IpKK+pBjw=,13,30,female,9,20070729
nAJsDPQoQ8eg2ys1JfJMM+rfYjf7CroGdezYUu/Hkl0=,18,67,male,7,20150921
Ff01BJq3ULUczRB+N0vOEJvCn/SXR6TlbPrvSqmIAiE=,6,30,male,9,20070916
+UD03ivfBcXvEqoJfzjYFk2oVykeCS0GCO78jR6poms=,5,28,male,3,20140628
zYHfWFodgKyiY5wTnkZgqEzQJ+hQoeNaKtvptqNIaxk=,21,21,female,3,20130718
HSuWkTV/rjqwnak6E4bHFY8e3PUzWQxF2k4gohPrbhQ=,4,32,female,9,20120511
ixSZpDOVZ3tYPv6+pLoGCwLtU9aQAFQPA+aSUSPFaC0=,13,29,female,7,20111003
zfMJq9mPT8+s4x2/gIymjkOI0VP0F+VTUqkWjIezeiU=,4,0,,9,20140928
pgmqe8WXjWfVszneHQZm2aNcAPxAFrd3FtkXhWOC0DQ=,4,35,male,9,20060602
0E9o2i0Lmo67qNw3vmpIrGQ1PfEk2iIK6lUuKuCr/ws=,8,22,female,3,20141224
f0OKmfeR77dBhz5RI4K1hP18jb6PxNkzN7oyZIwfnzw=,9,20,male,3,20121129
Goi4jRRuLcoxe8qlY5xmm87dtTuUC6WHLAz4dkE/k1A=,1,0,,7,20101008
cG4YWpGLQnvGsFAsafo9MqBrqryxKYfs8jV3KJNcFLI=,13,19,female,3,20130608
vtkwaopZyvmDhAT/8r/2yq4OVrBdavn212P4q7cd5wo=,9,21,female,9,20120421
4udTvwrEUrdv85ihdWbpD9cA8VTcCjTAeBFTrSdWHNU=,5,32,female,3,20141202
KxAs3JkBQOxv7/0h+uviUd/FZNS3KQ21aSQHuHjRqRc=,12,42,male,3,20141018
/zmhXng/6yMROmF9OqndWUJabtHyFC40/te5VmDC7nE=,22,24,female,3,20150620
nCj7KKm2qgcniQVq09ODYZ6benQM9nlNSrAnj1fvJFU=,1,0,,7,20141122
a4MK6xpQTUHzQdepCo9TrO9OqZIFVWi92ObXVnSehSo=,5,44,male,9,20051111
DSceRgmH8GEa7AvQLMcLxX/ZR2Sb3XlPMCzkkZqls6k=,22,28,male,7,20111021
ZOQOZR/6Lk/FPTua5+d1WNrqsigrYg0CjEDQar9eb7Q=,18,19,male,3,20130302
tBxqrTrx1aCI4lKX8KgkC4SrP4kyhXIU4FJIlrHieSE=,13,33,female,9,20080529
KO+npC7a78XmT9nG+uP6GeOoS3jdLh2oTMVW/xNh/xY=,13,34,male,3,20140430
2IT4kpVqN+v5Ya/9m/foZIQ48RbWKZhmT8iT3AMch+U=,1,0,,7,20101104
Xb/Fc53VzoNeReJ3/9/9u+w10sxc1GbkYVwff215tzQ=,4,31,male,9,20070613
/zrzGlVAtfOWXU3xUACfITRO/L3rP4raxfyG47lYzEE=,13,26,male,9,20070321
0q8/FEqLtrtFQQoZoclawBGPRNmfW74H8EJT3S3At/w=,1,0,,7,20131222
1ladkmeyBoObiaD4UOxli06hFQdD6K8d0QVt+yHc4Eg=,1,0,,9,20150923
sAmLGBMbHiOk/TTKDw7JIXK93I842N5oC9KM442tHTI=,1,0,,7,20130307
prGa3ZTzVnTiyyrKQYQEubnhZ/uZ+QwS9phohiU/pBA=,1,0,,9,20150821
uyXSMMGmxrALccn4Ni8vyv/MGW1I6ifGw7nJjYrGWdU=,1,0,,7,20120226
C9OKSS8I4DRRj8NYR5Ux8GidLdgZvAaolUp1Zu5swAY=,15,21,,9,20140614
2IJQhXCzWsAq0/mCKas9lEpbP5wjwwTwMwl0ce6tDU8=,5,20,female,3,20130420
mMEgD/QSryxddvdDcyXgLFEYdwopFZd4D67g6q+hQ40=,1,0,,7,20150815
8FeUAvoV9m+l4UgLmcWMOBZWcfnrMKz6OmTtEfl7rok=,15,23,male,9,20150627
0ZBtM3W/sVNOge5WG7U6TeiwCOBn3qSxGicD69PH338=,13,29,male,9,20090928
P9kBD1EYVWPxBALxCx7ObKHb2R8RKK7AlhUjb8f1Yf4=,13,26,female,9,20050201
mKae6oU/a4JkY02eN2T1XdfwGAKRREBSH+dYtU8JCiI=,10,26,female,9,20141103
xczbQYtk9wfspbCyNng6+TTM2qK69VSYF9i69z4FoA4=,13,24,female,3,20140325
HWJcNOrK1vi0+5hK/r5suCAeIadf8upyHAiVsbhLMQI=,1,0,,7,20110727
gKwxul/OSBvPaepHf71S5x8+24XOtVOoTQ1NnAW+CXo=,8,0,,3,20130307
MCdYxJr3S3/IkUzzFlIfPXqH0M+AV+DHViAd4UjnvhU=,13,32,male,9,20050429
hw5X3qD6hpU/BY/0/m8ZILViO8FNElDos4MiWL8JEcI=,9,27,female,7,20120318
/IAAwfL2RS81XlqLgEm/yNrlzVLDV1QdXB9bHjb6f6c=,5,26,female,3,20150627
0zgk1fZkbJ09bnCPNfsCKxRoLmqzUj/O9SqXiL0zbgE=,13,26,female,3,20130506
5LbGHb+fnH+AwhT6n7VWgRiq8B0lHeE+M604+CMTeo4=,13,36,female,9,20141225
bwcVPjdTU6KgSOKBoylRQzkEmXLH6I1pfn+EVJ375PI=,5,29,male,3,20140822
CyYy9csSNEiDYEtRsi1nZBc1Jcr7malBgcHJWmqPa08=,5,31,male,7,20101227
DSWTq0+bNVDloPZlABMLH5JQV8wqLG7cgDvl2/04x8A=,13,0,,7,20101114
H0Sf7mixI8bdMMJWnE0yIq9jlBf4/lBvir3tY2LFyG0=,1,0,,7,20141130
TOsPVZIrNMuulQR9oxZWghZXoXseMqAq4NegPNRXUmU=,13,20,male,3,20130624
PGzauf5RquZVrluIGhXkbrkEXT2io7YYsPe9JKnWVOM=,1,0,,3,20130114
NQutFM1aHHhpwv7AaH6oTQMutJ6xAyh8eFN82RhXzxY=,14,19,female,9,20110405
8KiRQVfKZymgdvINBpyV7Z2zzxPt+2YZMd5EEk3UrsE=,1,0,,7,20101022
UBv2KQEc5oebAQkfzILVb8P/rsv8+1ciT/eutcSRS4A=,15,50,male,9,20051010
PdVZt083oyKDMjpOt/scfta9vws+UYnBnk+3i3sqHDU=,5,24,male,9,20140104
gRe4sx8b5Wqtq4VL3jHMDonwT+PkZ9zClGlQTDdbZ1k=,15,33,female,9,20040404
Rv3ArmeFIFePNFqHMnSP5/dA66swsxwUoZNd965lNBI=,1,0,,7,20140824
fY1iacdnG+wNAi8IuWli0IlSfx5FPjbWpsPW9XfKJP4=,4,24,male,3,20140504
J6KaayX+L71uv+cDmetmm97iw/5bkNXAKpYWlTg+eKY=,1,0,,7,20150812
z8TfyqzKtQ7Pkhp4/aYCDlW34BhAXi9FgYRlVL0rI/8=,22,35,male,9,20040717
CG8TIMZwMMSOacTZ2ev19pTuFTW3PjZcR4On9PxOWD8=,5,28,female,9,20100106
yMJR3sBT9eVUmfbZx6sJMRD5feYn5517bGZKRisO6C8=,1,0,,7,20140802
QoSBpdRUy7U1ZJP+jAjiQk93cG+/AepFLCwCoLXvwXg=,1,0,,7,20150816
t/Y9CzBvxvCJAm6nHa34RfjwOLWvdhGxRrHo4AuyTKc=,22,21,male,3,20151004
laf3BX8YzUDyIPxgctYgq42Zeaxrvt8MaUeYFnlwWuE=,13,19,male,9,20140308
Kihx1L4qDVwCtiPMSIFVnQ3cUzABTR5yIkUG2d0rJvY=,13,25,female,4,20151112
IrBnKuyrY4Oa74Rw0qKafoVpw1NzcrCEfwnbLeT/Ue0=,12,59,female,3,20120818
Ftc6kyThH+opPJmnD69xRHrzxOfEvIx+GiFKPG1wS70=,18,30,female,3,20150815
OloljvGwFhT5ZZBonywSHmgCi/NQRbeialqWc0i6Qd8=,1,0,,7,20150923
889YvLckT2WpUvWqKH/E4XUsXHiDkXE8Xp2cZdn+rI4=,11,0,,7,20150221
zaff8pOxU/3pyAIMNBZO6+AFOgOq6OHc493rYUGRALU=,1,0,,7,20130811
yB0HZANFGfFjDwdk2jMZxqWvteTLoprvOjKGr8JFmAk=,13,20,male,9,20150330
m8JvRFhndsZ55PbiSM7dIVaQf31Bdf2o5bKzKm+N3Ig=,15,46,male,7,20100803
gt8lJXY4ftgce3XNz9z7o4PQ3vDoiFlDsKEwAZ1bjrc=,1,0,,7,20111104
+Ifgm5vxsemrhloxAYmmegOFaYW4zzIm3pdsNLoIGsA=,4,20,female,9,20150103
ISPjZHEgvT9k/sGEuGug1n0UeR1qCj+IaNRs8wN+qMI=,5,27,male,3,20120301
CFeC+pKyeKWdTDYTov2PQxj/eG1m/AvEtyaMHQPmOvI=,5,36,female,3,20140929
26wODSu+1rT+/sAd22Vtm1bCrpJljkCuyvkSubtXTKA=,1,0,male,3,20140809
ZFM6E1sFVaqaiN6vQtjNvA3YNli9fAbv7aOCOssJlXA=,11,29,male,9,20070123
bK2hGFQFkUlRGhf37YV7E2r5mA84tQhTkaO7i1UtrYE=,1,0,,7,20131130
4iCewJb3DTVUGyKGWH1/yspBg2i7OGPwoVpgJUeZtHQ=,1,0,male,3,20140902
+wddLbokCN2/9+vNZ8bcfjwvQEa9SDSbezXR/gz2K24=,15,26,female,9,20070809
jPbJ8ng82ZMrw8pC4BuUabq37WaVlLjRGMsdcLsBYKo=,15,21,female,3,20141006
PIigJ0GBArHZfjBdwNlzKSuB0h7Lxy0HptT+Q0crO28=,1,0,,7,20101101
Gu7qcXdgicJxDRM2HdF7eWYDZ0jmdoItSyEJPuu/mJk=,6,26,male,3,20131223
Lbg6jsZOfy6kybmmhWqxunwU9kJFQiH+aoTqKbzOL3I=,1,0,,7,20151121
Szh9NugExRf531CyrwcwaXliwSGz9AzLApM6F8hJ4Js=,18,40,female,3,20150826
31Py+KglSz4v8BUG7jqWGT+7J49pcrzue3nIzx1Rs6M=,6,117,male,9,20070505
G8pfWMuRjIwpiBzEb9xDfJ6S/pyY8NxcZnqS/8thZuo=,13,0,,9,20131017
k13CHIGlVPwIZ54Y3GiUSqumL3ODUVpTb4zGt8keQxs=,1,0,,7,20150719
RUDTL+i7hvlFQKrdnftWl1g/vToUIzKxIreKXTsL0uc=,4,37,female,9,20130719
2qeRVcS6XXtm8b5VunS+ylGgFr6kg9uZUgWcMjPa+7s=,22,0,,4,20151204
bBjHxfetfjtGd43GlaypYZTN19AnJ57/MyjeKSzZzVI=,22,0,female,3,20130719
uKpdgBPACSMu1czxJKvS88MyZNSDFFKl451GVXYzhA4=,1,0,,7,20110615
AGSo56be7UPljIZQ3HmESzqeHaH6qu4Xy3v5Up2Mvac=,22,20,male,4,20151117
xIPiH2ann3jJ5SSBNThHOStbEOHb4r7YYDTuq5HfDFg=,13,21,,7,20140911
qc1ovOntVotC/hheuLvBtGkn7NQ1ouLgQzMOTEL1i9M=,1,0,,7,20151109
fL4jB47HnAsxPLCcnV0+njR8TCUYfaSf7Kq/1DA7+Gc=,5,21,male,3,20120630
Qaab5TwkDtO5eDfzw/862cu2d8P0PXJ/50AD0OeYb4I=,4,39,male,9,20100913
YUd+WMpdlu3TEimNu/A+WdR2naL5e24w+6WISCMyBCA=,1,0,,7,20151003
jqIu6Hvlb43rqArkhVYdU3IPUtAEcPfq6iaELbAtC9g=,13,41,female,9,20050902
RzpCgBMPkJO1VJOuufU23sdS5wn1ZkAPuyeIDxLwrgk=,13,22,male,9,20110417
8ad9r/Dc2rCkRHpdT51JUjVOxZs9ZGvRGgRKkF5W4xQ=,1,0,,7,20110701
084R6X84dl3v+UdD0Zz83Ti2hbr7OBMigYtbVKR2ZTg=,14,25,male,7,20150316
GvR7hPNM8LiZ6/rKMBsxIE7mRnNOCMv7qtzSJZ+dH1E=,1,0,,7,20120330
9aKmtUNn1maKByn4dzdtdsElUC0Y3djROamj0EFc9iU=,1,0,male,3,20150329
EJQHO9eoEhqu3hF5hnLOPZE0UCn/B6E5iMrk9yr+EYE=,15,32,female,3,20140412
1r0g5jbHqsAuEF8Yjp11x79XdEWKb3WH+4rw83kNeYo=,14,20,female,9,20090118
XCqJU4ClmCjITwH1RwTYC45hbcyjjxBtj/ERIwQ+1nc=,13,17,female,3,20140624
2pDz7A/HBLh+qX+UVEmB22emf3u5UQKnQbvqSEkTnow=,4,0,,7,20110912
JRF/tUuWM0he14Xts8AKJtAIE7ig3GvGwMmmgXsqtmo=,1,0,,7,20150820
8FkIAFWTXbJYfkDV6vKX4FWR8JIX6y/a8D8fStEyDxY=,1,0,,7,20140311
VN0I7v6iaaiJXArx+2egoAXpOkNcQO3r1jL6dcbOy6k=,5,18,male,3,20150320
bpHeSOSTHHzqgdHCL1wHt0+PhAazlJnQenluSPu/DNs=,5,27,male,3,20130802
b/JBfA/WPlf1UkxV0Lqr6OVzyMw6/R+Cp0Rtj39Lr3U=,3,27,female,9,20130408
kZGws02a5JqkUIkfYbj672XfhvmmvdkJPKCJpkviZ/M=,1,0,,7,20120810
Dn3tuQtvNDEp1j7rVof6P5nH36+zY5JpAGl58M8/Av8=,5,49,male,9,20090409
sh5mdoj8EiRAXpP8uTjYNqzaExTLoi5l4NYtalI4QUw=,12,23,female,9,20111004
gf6O4azREe8O589M85IUlfnjUJ5XyowQRimNOX2wtkw=,5,26,,9,20130920
8CVkWEO8SjkZg1WmVrccAYCq89Mv/6PO6jjRKZGz4OU=,3,0,,9,20110708
HC87acponePNGtQ9DXZ+R0vUdiAr3O07xiUl6ONmvtY=,1,47,female,7,20110825
5/WjXVIyMaj8vVSEj0EW3B1xdXjRZJBkmp9lB+uJvx0=,13,20,female,9,20081002
vvu6HrCjlY1wVh/8U/FpIPeP9pSjElTXrK2BgxV/uj4=,13,23,female,3,20120910
hRGljtt0ALFyKMHIw6VmpVlUhJpSbsHhqdV11eZ1kfA=,1,0,,7,20150722
zxhMTmTUnKRKX8u4ayV3HRufu8KQiWklp8cUe8KXaQY=,1,0,,7,20110618
kCX4Hr2szHHgx5rhxCDo0G3T+8tXiCBFBXjv0nxNcdw=,13,22,female,9,20120716
ulugHdLonqhrfMdwNl6R5quZGr17Kmw9uuYL+6BemPE=,13,37,female,3,20120119
K3o8D90uk4I9/3aakw7dPfLlYSNtf8qHGChjGOLhdaw=,15,28,male,9,20100519
5mfGtSWhbid5e/GvZaFWqJtJDWUahVe0z4gIGs5pEbg=,5,51,female,9,20130515
eSpzwwuF/Nct9lEK2lr880k6fVP65uIXUbHHUJrDmOI=,4,24,female,7,20151115
t5nExtRTOtwfAL1P5qbrTmoosQl7SJyBW5T83X+z1lg=,1,0,,7,20150711
Z1umiEYF9LOrG9yXBk/lq1N9dO3nMDqwKoRnf7dOqN4=,1,0,,7,20110613
3cqapSJG/Q7fsecnPbxzxIQZDYgUQdpxMxHs+oj4pn4=,4,33,female,9,20050409
ytGvFPAfu6kmjUa7RSJs5ut7PG8v28SDB7INuPDczcY=,13,41,male,9,20110623
WDJY/LRO8O9UgAyTFKXnARhWVgoJGALcMiIb3UIkPvc=,6,34,female,9,20060817
tVsxyPgF7Gv3lvlmCLTteUdVLWsEqhZg9rK87Sof5rQ=,4,42,female,9,20101016
+lDSRdsnqDrjLSl/ZvGtWBr7fmndmuG7BMPKgkUTeXE=,14,31,male,9,20090127
jSGZR7WXB3VbAr5h3gx+edxqmyuPw+vWa860eHapx5w=,13,0,,7,20140717
j1tpmf5/U9GrrBkNdOoas7XrftulSVnpOXz/QpGMHew=,14,24,female,7,20110527
0Gd75pCJG5SKzeMYyNqNSHQZkG5Sc3Pg8Ey6UxcFDcQ=,1,0,,7,20150907
DnxOnzjo6QfORTyf8wP67MDrUU7IrlOJUo8vYi4mMYw=,1,0,,7,20120315
FkOuL+MXKqto6K/5PRht0Ou1cuybFFdmvKH/87chqQo=,5,35,male,7,20151029
uh7npw33DVxCbgzfUL3KSS+70Zg0X8NnihlUDupGLSk=,4,26,male,3,20130329
XmUfb3rF9CA+zzpH8+ixhmVR079FVBl1s9MeZ2d5TK8=,1,0,,7,20151022
nZ4f7t5w6hlng64RFkA5l5dbPVBCG2fCwFTeWMtC8zQ=,5,34,female,7,20110325
sCpfTGNkFMUk4nLW9r8JuNukweRbXtkFpjrZKuq5mdU=,22,27,male,9,20050507
WonxKtbtwDJDW22LHLKPXzdUuY1HefoDOgDgQocxMBg=,13,23,female,3,20140120
yE0aqbUNVFYZZYTB6O2Dy3woInKBahooh5koB2rVuF8=,22,0,,7,20110505
zd6DMULH0AMcyc8X6KO12Lx0ZtcQ8+6lvC/mro5SjDg=,8,37,female,7,20120817
Gjag3H/CVmETlZD1bZQw8/MUNlqi1Bik742g+Z0/t1I=,1,0,,7,20150728
/WJIkGF/qRfoq4VRMcKi2Q1mE2U0P2DhMzrrAz8V2hM=,5,25,male,3,20150114
RfiTnvLtdu3ID8JbUL7d+gSdNTQBiU5VYcJ8wqwr7+I=,4,24,female,7,20140205
6VUM62A16NizKViSQalxsLnyw0ydWyzQ6qBMKHeQYqA=,1,0,,7,20150916
eqXRYTdjEt6QSAKqukSU4gOf6ogIv0WSNlh9iwpLf/Q=,1,0,,9,20150517
l3C6DohSCoTvkLqrlyvown9211xj8DoGBIKi6caTxb0=,1,0,,9,20150625
ilrVCXX6eJOE9luOzp9qMx8ReBO2hKmZub9S+rUSi9E=,4,38,male,9,20040328
geKqJyUc1NbEtt+YySB//QR1lGMzq4oYSEBLmKCS+ic=,4,26,male,9,20150923
po65yCyD+gP5p3emZYvxNXCWPyTh6QxWKnjexkWGRuw=,1,0,,7,20130930
nbHhNJO1QGyvqhw9RHOT8OMqDgGhNvneeWPivr4OZ7Y=,4,34,,3,20130119
j7MeJzjClfcKzG+qH/OCOBt+xg2yDnQ/Bo8d4IN2jX4=,4,30,,7,20130222
cljh4G8Om4RA3gj6kpkEiVkLQIdX7so5wZ0oDaic15s=,1,0,,7,20141011
wA9ycdFJCnb+fMKQ3uPaWR/y5CjqcLYjqFfCVdFcr/M=,1,0,,7,20140219
YKVQVwWhG2Okp2YQwDeGV2MqGjIME2laLEUuDIw7r6Y=,15,43,female,9,20051110
AExPVSo/yVuez9qJH/EZwIt1/1/wwsRqSQe6qaWr+Yk=,5,30,female,9,20100314
UWozPDYVSAr0hBkeTx5xphh1G1lfD0N6Twwo6y95v6Y=,1,0,,7,20150503
iGVTBiqiewliJ9h8+CrbgEmI2m1tbGtlZF0srth4zoU=,1,0,,9,20151108
58nMf3MNmPCn02+MP+lO1EQlcGemkW0hJGH1OdYRA+Q=,1,0,,7,20151030
MoGkkqghKZ4fjrrtBrtImGHqgyWQ7iFO/LtEXAgU7Rc=,15,32,female,9,20140423
AtfKZmRx2M0tnZe+MVgKJg1G5lKaiexGq4CeD1PnFnQ=,21,26,male,3,20130119
xqYeW5m3MwqfN6H96lCVb59YP69MIZa6uOO5jY1czik=,1,0,,7,20150804
8Td9OlDPC7fuORzIZ/n1zLQj8xIGSzqQwVOPvPya6UM=,4,32,,4,20160101
4CK6HJIZP8eFGxUHinv8ABcEomwzLQJJ2LnZC658r8o=,1,0,,7,20150816
LCyrRSsULtSeT7GDRkKrT/vViUVrBBNcN3AAkZhOgw8=,4,42,female,3,20130913
ooQDiWy1d5W0QzHpXMSn9RyE0XST89c5TRlT10NfOwk=,13,23,female,9,20060411
ATDyucr04E477bUPgBfCskHBJdUzRc355YNWdTRItVw=,13,0,,3,20130611
zRpnV3xvcpM052JNMiAvLoDxSVyYcZUqd8L6Xa/IdUw=,22,27,male,3,20131209
cPmz/pPJ9e20rd+STla2zA+CdVjF3Gwl6ZjwaGwOZsg=,5,26,female,9,20070624
tMWgsaz0JI6PPnjggero9q8SjuEpsIjMkwXGBuJ07xE=,1,0,,7,20151226
PK9Nc6CebW0qtwoJmiJjnTUXyPGh2krdunXs9GKCs1M=,8,21,male,9,20150301
RV7usnuJAMCMvNSAEKc+2I2nEbUlPaJBtNnrdv7cwEI=,5,20,male,3,20150603
D3N9aDZEJZkcFDidgNt4piOtCI/cZgcU4S82q2KqCno=,4,35,male,7,20150621
Bk6wQrYgZuehuS5hXM7sx47iVIFOY8k0++LguRK8GEg=,5,23,male,3,20140704
KqBXXysNDh4HVSK1Zik5HCKzNCxegpCyHEabLfXRjSU=,6,22,,3,20130816
MrcyMCjHt9r1y9StJzfWU63wMh3dFUtSr76+YmphKq4=,1,0,,7,20140112
D2BfvsOeQGluNTpKathLh1Nm8vqvDRgRZdIiiJ2Bmqc=,1,0,,7,20101110
ZiDmrmoSGzI29pxQHclmKQfptzqa5ZylSlLLgiGQ/eM=,1,0,,9,20150910
8GeinPipKw0uCphnOq/bJgeSBZGR1iouxF6v9ggsJd0=,1,0,,7,20111108
Gk1YDxP3TlJyk3fjNGOrcQ3WK91ta6E8RkWCG+bhHvE=,13,18,female,9,20110408
6Yh6aAwM1q9I2P2kQ+RXMMGkZtx17bMPte8uvMX6GbU=,5,24,female,3,20130307
4xhToZJbEsqfnTXApofJtIlTQaoR3SqGhXLqQuWeEUU=,4,23,female,9,20130309
YmrbAIqHmcH8KoMaNUzTGn32r2BeCiGduhAl3QkgmzE=,12,20,male,7,20150621
D2ns1En1SmlcwyZfYTPP4LqAfemi6QIlXqAvEzkepw0=,11,27,male,9,20150221
cYLPUJtOJjITcfZu1TrOl8KCoPTEi5LICLPLMRLG7/Q=,1,0,,4,20151122
K2CQSLDMpr2ZrhsxNX1UGvLjy1WRlbjt7RQbGW4TgNo=,12,26,female,3,20141120
2XrtT1/rCBqyre0KVpwJjuO1rGnAseYN/3ojHG81qUE=,4,19,female,4,20151114
22XhKpTN+WXArdObUbYrVePqcuGIYQl8jJjxLNVuTCM=,4,96,male,9,20081003
T0bs3AtFapjvlT1foeSUE2yepVNBa6RCzvs9tnvrj08=,1,0,,7,20151024
SeiHz1hhfqr0S3p9cD0hEiXYbhAeTz4BI8E5CBopNj8=,5,0,female,9,20040328
U39QHMs9K8Dilbrt6f7ncZZ8P5SALJQd9gQOPB9qIZI=,1,0,,3,20131124
OjKEdsaYvMjrnaLgUpkE7KPw23tjtMg2iiwFry8bUfs=,1,0,,7,20140627
fFlrodTNJljb+0E5uqdfRI65TaLnK7rR3xVje8AKZj4=,13,36,female,9,20051215
tAUv/xZ8gcHI1O5sOX+XkFlo6DANIf2f6Ff5dvJJ6EU=,6,30,male,9,20130220
oSNPyawbAIpv7Mv3NR3iZZRh8+ZyuFcEP+0l7ptr/0g=,5,52,female,7,20130923
BvAMb+VHNR9+RFpPQPuyRbO+apa5hyv0f0j7tpDcanE=,13,27,female,3,20130119
9wKbM4Zsfu1h4qle2BkolBc1cf6bNAY/prwxJX/9Bks=,1,0,,7,20110914
f9R7c3AylGWO0gqdWwUJ8025ditKpukXl9w5gKHhn3g=,1,0,,7,20120112
8M/876+BZ6hav7MPS7ptJgzF3qeSaBkaZ082OOiAEGo=,22,37,male,3,20141111
Dt0DzSAFyBobUml18oBuLgvmZY1mKDOo67sOAi4zRFQ=,1,0,,7,20151006
9zf1RDKDIyUog+ejtW6QkPbLRovZRo7T0zYUjVhp3x0=,1,0,,7,20151010
1lH+QQUMTsoZImQWLDuilxxn+pu5JnREDLfTkvIg94I=,13,72,female,9,20110404
KPQtwqrU4RI2q8Zea2UnGUJHlpJL3xltdZdXjFFaLes=,1,0,,7,20140124
cxWlgkYJLNpBQbZ4wumihMO9xhFxj7qRMjnNKg8pge0=,13,32,female,9,20110322
0mhXomXfMeSPQSzfcc1LvVM9GpvI7kkYanPStfZw/F4=,15,26,female,9,20090921
+0rFF+BL6Kbbb6PVbuoayG7WQkml74zypoZA4vZOavw=,4,52,female,9,20121005
CFsxYHg3uMb1ZgsOVbfzyNX4ruQ818rHTjXRcyPj+bk=,12,34,female,9,20050731
NBmSAA/pNhYbIFabwJGP6RegQhm1fkEDOKkPfh9BG3c=,1,0,,7,20131217
xXoJxCdsLzqczQJNteHEO6baBIsdWdXyA5ZwXFBfnJ4=,14,26,female,3,20140407
AbZa4QHxLu6yAEeWf/s4PTjr34C1M5msnAuH27dge+o=,5,0,,9,20150228
x8PoiSq2zkeW0EpEBqhrSpkMiXEq/CfP3QQ4joTGhI8=,9,29,male,9,20120126
Nz+X6kG+WeFS348ukvKy98cWIrZKLEeWWNU4Z4cXMLY=,5,32,female,9,20051007
RTIWcO+TVSDbuDr+STWecvF57PFcJ558LhEp23N0JRM=,8,35,female,7,20101126
VKOfGblfrHtOQXHU8U9cDX3CI94cvi9ZpOWixiPQh1Y=,3,17,female,7,20151110
lR/paGeA9JXVvvP6AjBpJgcpVyeMYgV1Sf3MDoQnSRM=,9,0,,7,20110604
c+shwfQ55qhvqGxNsD+LB9Z0Bgn4h9wLp29Px0LK4RI=,16,21,male,7,20150801
fjZ2QlHQ/2Y9ojQ6XQ8tWvpBglWne9j5p6/yfwrunDo=,13,29,male,3,20150720
UWBv5Zeo9VmjICgE+Q8FuJ59qxKsLYPz6y0bxU4PbAk=,1,0,,9,20150510
b72Zufcr8lgi6uLMvVI8UJKw6+CDyMFf7v66h7plocw=,4,40,female,9,20110304
eKPFqzivG3qTNGm38IcJ3V4GoNmEFWUbPRBw2cENaR0=,18,24,female,9,20090221
rt5/3/ZrFs8FpWXOeiEYu03ZDTtuMZR3ruusobps6kA=,13,20,male,3,20150103
KaLFr93naVIan8JL9EP0vNOL8LP0oYYNbtGUXrD3Tk4=,22,29,female,9,20061214
